label,pixel0,pixel1,pixel2,pixel3
triangle,203,7,43,7
checkerboard,217,30,39,228
triangle,48,227,247,213
checkerboard,138,207,209,150
triangle,23,39,252,39
checkerboard,189,68,46,177
checkerboard,114,204,182,121
bright line,98,141,248,242
checkerboard,249,170,171,253
bright line,239,253,25,88
bright line,254,231,29,46
triangle,33,208,43,11
checkerboard,95,217,234,115
bright line,239,114,253,48
bright line,250,255,33,173
triangle,241,237,39,220
bright line,236,122,231,151
bright line,97,241,6,252
bright line,254,163,245,86
checkerboard,85,156,165,101
triangle,206,227,228,14
bright line,59,136,232,252
checkerboard,255,34,16,245
bright line,0,252,123,252
checkerboard,80,237,243,61
checkerboard,171,44,38,156
bright line,231,58,244,64
bright line,255,125,233,57
bright line,250,249,5,116
bright line,156,242,29,242
bright line,242,92,238,110
bright line,124,128,237,240
triangle,241,204,207,3
triangle,45,26,34,244
bright line,63,149,235,231
bright line,231,234,98,43
bright line,55,239,89,243
checkerboard,52,172,170,33
checkerboard,14,162,152,11
triangle,215,227,235,8
checkerboard,108,3,2,126
bright line,142,74,235,242
triangle,10,251,212,228
triangle,37,43,19,253
bright line,245,236,10,78
checkerboard,236,18,9,243
checkerboard,94,241,253,80
bright line,240,49,238,127
triangle,48,249,213,211
triangle,220,219,30,213
bright line,234,134,253,110
bright line,239,139,235,39
triangle,8,26,211,33
bright line,102,110,249,249
bright line,231,67,248,168
checkerboard,239,1,7,228
bright line,66,48,246,243
bright line,250,34,236,113
checkerboard,75,239,240,69
triangle,34,0,209,40
checkerboard,52,112,120,31
checkerboard,43,150,157,33
checkerboard,235,50,37,214
bright line,136,239,42,245
triangle,208,238,40,213
bright line,13,94,254,238
bright line,111,158,255,239
checkerboard,172,113,107,188
triangle,207,37,206,217
bright line,109,63,244,247
triangle,18,204,242,203
triangle,214,12,205,204
checkerboard,32,230,239,48
triangle,241,7,255,218
bright line,249,239,42,2
checkerboard,197,58,60,212
checkerboard,51,114,126,46
checkerboard,19,90,71,12
bright line,238,120,252,72
triangle,241,224,245,31
checkerboard,3,139,132,9
bright line,72,63,235,235
triangle,18,247,3,33
checkerboard,174,20,39,181
checkerboard,240,83,88,229
bright line,236,234,140,7
bright line,52,231,157,255
triangle,1,12,38,220
checkerboard,197,111,107,212
checkerboard,187,8,18,189
checkerboard,171,224,247,166
checkerboard,58,188,202,61
bright line,95,130,241,238
checkerboard,195,29,7,182
bright line,72,232,117,255
checkerboard,213,71,87,198
bright line,59,246,101,232
checkerboard,91,244,221,102
triangle,10,25,216,14
checkerboard,40,150,168,53
triangle,40,40,24,213
triangle,19,249,242,221
triangle,237,232,253,44
checkerboard,47,201,192,61
triangle,15,202,227,228
bright line,250,156,243,164
checkerboard,4,241,234,2
bright line,239,32,250,149
checkerboard,229,151,130,206
triangle,245,210,9,221
checkerboard,73,3,12,76
bright line,243,253,1,34
triangle,231,235,3,253
checkerboard,74,169,171,57
triangle,16,225,253,231
bright line,255,163,231,87
bright line,232,52,247,50
checkerboard,22,143,145,37
triangle,18,240,212,218
triangle,7,219,5,16
checkerboard,250,34,42,229
checkerboard,110,229,238,112
triangle,205,37,205,209
checkerboard,227,112,134,225
checkerboard,203,44,55,220
triangle,206,205,0,242
checkerboard,183,109,98,171
bright line,31,246,60,253
bright line,7,155,240,241
checkerboard,16,150,167,20
bright line,54,152,237,240
checkerboard,232,99,116,216
bright line,129,17,240,248
triangle,244,236,204,5
bright line,255,76,241,73
bright line,101,232,106,233
checkerboard,214,101,111,221
triangle,35,237,252,217
triangle,43,231,17,48
bright line,242,245,6,141
triangle,26,244,231,234
triangle,28,0,29,247
checkerboard,20,218,201,2
checkerboard,50,128,121,54
triangle,2,218,10,27
checkerboard,55,139,160,66
bright line,132,253,71,234
bright line,246,238,169,131
checkerboard,245,156,167,240
bright line,239,104,234,54
checkerboard,140,209,230,147
bright line,46,254,128,251
checkerboard,101,190,192,116
bright line,118,253,103,254
bright line,248,2,251,107
checkerboard,124,252,255,113
bright line,123,233,125,242
bright line,95,241,35,245
checkerboard,225,128,138,231
checkerboard,254,77,81,249
triangle,224,8,20,40
bright line,65,246,18,250
triangle,31,47,22,217
triangle,204,16,30,39
triangle,222,17,214,208
checkerboard,246,138,118,226
checkerboard,129,75,62,148
checkerboard,239,66,81,250
bright line,156,242,14,247
bright line,43,239,54,232
triangle,251,5,5,6
checkerboard,81,188,175,100
bright line,250,115,254,154
bright line,254,110,245,164
checkerboard,228,142,157,225
triangle,241,249,22,245
bright line,254,249,27,121
bright line,157,232,10,252
triangle,212,248,250,3
triangle,214,205,35,233
bright line,6,36,239,234
triangle,27,253,231,212
checkerboard,99,16,23,97
triangle,38,9,206,25
bright line,235,138,246,104
triangle,203,230,37,204
checkerboard,235,83,106,236
checkerboard,242,113,108,236
bright line,233,232,163,96
bright line,52,156,245,245
checkerboard,119,188,199,126
bright line,89,252,43,245
triangle,4,21,22,222
bright line,141,247,28,243
bright line,11,252,133,244
triangle,247,16,220,206
bright line,236,16,251,60
checkerboard,187,98,92,211
triangle,9,209,226,227
checkerboard,33,170,187,46
bright line,233,162,232,170
bright line,172,237,53,237
triangle,207,205,253,5
checkerboard,34,152,149,48
triangle,47,203,208,250
triangle,227,20,15,48
checkerboard,47,124,121,33
triangle,240,203,28,252
bright line,243,103,236,14
triangle,214,210,12,230
triangle,205,255,235,3
checkerboard,254,134,143,242
checkerboard,251,87,95,233
checkerboard,33,157,146,34
bright line,148,6,253,240
bright line,166,98,242,233
bright line,87,130,253,243
checkerboard,123,71,56,126
bright line,240,124,232,39
triangle,249,236,41,221
checkerboard,248,67,55,227
checkerboard,8,213,232,1
bright line,236,59,251,33
triangle,18,8,49,205
bright line,244,254,56,133
bright line,244,162,252,75
triangle,3,46,238,25
bright line,37,255,84,243
bright line,246,251,131,136
triangle,250,227,233,29
bright line,51,155,250,234
bright line,255,245,161,105
checkerboard,188,27,47,211
bright line,131,251,50,243
checkerboard,69,239,249,45
triangle,231,253,15,255
checkerboard,2,157,163,13
checkerboard,39,244,243,35
triangle,244,207,245,37
bright line,77,0,233,247
bright line,23,255,172,242
triangle,9,236,217,247
bright line,232,242,26,47
bright line,233,91,242,119
triangle,32,2,46,245
triangle,230,231,213,8
triangle,223,255,31,238
bright line,245,242,16,77
triangle,17,45,204,48
bright line,165,243,52,247
triangle,219,223,32,230
bright line,58,254,22,231
triangle,254,24,201,219
bright line,241,248,49,159
bright line,250,252,123,21
bright line,234,141,240,151
bright line,86,131,239,255
checkerboard,5,188,177,6
triangle,242,0,246,231
bright line,250,242,3,112
bright line,254,249,60,31
triangle,236,248,231,5
triangle,34,218,220,208
bright line,0,163,255,255
bright line,26,81,246,241
bright line,78,255,173,255
triangle,33,249,30,11
bright line,62,168,250,250
bright line,244,254,54,14
triangle,26,235,5,7
checkerboard,141,80,73,154
checkerboard,230,142,130,254
checkerboard,19,184,205,38
checkerboard,53,177,188,41
checkerboard,212,121,145,204
triangle,229,9,239,205
bright line,155,113,249,235
triangle,251,207,239,24
checkerboard,126,52,40,120
triangle,204,224,225,35
checkerboard,141,221,225,165
triangle,237,30,250,250
bright line,54,255,59,233
bright line,248,235,149,77
bright line,231,98,237,21
bright line,255,115,247,74
bright line,232,116,253,103
checkerboard,51,244,237,74
bright line,239,250,149,16
bright line,171,89,233,252
bright line,251,249,24,168
checkerboard,88,4,7,76
triangle,227,17,42,36
triangle,13,237,207,230
checkerboard,151,66,69,140
checkerboard,122,9,29,125
triangle,251,5,222,237
checkerboard,190,53,48,186
bright line,39,51,254,240
checkerboard,197,9,21,198
triangle,7,210,35,3
triangle,29,22,207,10
checkerboard,52,126,137,63
checkerboard,204,136,135,206
triangle,225,11,28,37
triangle,217,34,36,44
triangle,21,225,233,219
checkerboard,202,39,33,217
checkerboard,147,68,49,159
checkerboard,207,102,117,191
bright line,101,122,249,255
triangle,11,36,205,13
bright line,92,157,248,233
triangle,32,227,248,223
triangle,204,206,13,244
checkerboard,236,138,147,249
checkerboard,2,112,136,9
checkerboard,62,208,207,70
bright line,243,232,98,150
checkerboard,159,234,228,144
bright line,254,94,236,28
bright line,233,95,251,117
checkerboard,9,146,158,28
checkerboard,242,12,16,220
bright line,164,45,239,253
bright line,89,246,174,242
bright line,234,111,233,143
checkerboard,93,163,167,82
checkerboard,237,27,45,238
checkerboard,120,240,246,97
bright line,37,251,156,254
triangle,224,255,16,218
triangle,29,40,236,48
triangle,248,221,35,213
checkerboard,240,132,132,232
checkerboard,31,114,112,23
bright line,237,77,255,15
checkerboard,190,31,52,194
bright line,247,42,247,79
triangle,201,0,25,41
checkerboard,37,122,130,36
bright line,33,158,241,239
bright line,37,232,81,244
checkerboard,167,255,247,163
checkerboard,105,176,164,87
triangle,242,224,253,23
bright line,1,75,239,240
triangle,249,211,213,1
triangle,211,10,210,228
checkerboard,153,78,64,154
triangle,254,36,216,211
checkerboard,168,251,235,162
triangle,236,201,8,219
checkerboard,137,207,188,119
checkerboard,27,126,123,31
bright line,240,60,242,154
triangle,214,234,255,27
triangle,38,230,45,30
checkerboard,199,139,137,192
bright line,127,163,253,253
checkerboard,0,120,107,6
bright line,47,83,249,253
checkerboard,239,120,115,227
bright line,120,48,237,250
bright line,99,140,236,244
checkerboard,142,65,71,143
bright line,73,29,244,255
triangle,203,215,13,201
bright line,131,53,251,249
bright line,255,232,23,105
triangle,11,255,226,239
checkerboard,44,109,113,49
checkerboard,43,236,249,45
triangle,22,2,43,201
bright line,251,231,79,94
bright line,242,172,238,54
checkerboard,209,103,85,225
triangle,45,8,16,233
bright line,156,132,247,245
triangle,251,201,25,255
triangle,208,16,235,217
triangle,243,20,213,243
checkerboard,233,179,168,250
checkerboard,0,213,200,1
triangle,46,239,234,230
triangle,231,205,34,228
bright line,252,7,237,166
triangle,3,30,216,4
triangle,214,41,29,29
triangle,236,8,15,39
triangle,14,46,255,0
bright line,246,255,142,148
bright line,74,233,17,232
checkerboard,135,211,228,141
bright line,250,119,235,75
checkerboard,73,228,220,74
bright line,112,155,240,237
triangle,210,206,1,201
triangle,13,230,31,45
checkerboard,102,11,5,119
bright line,234,169,234,38
triangle,1,41,19,225
bright line,254,107,252,72
checkerboard,249,35,24,236
bright line,233,161,253,165
checkerboard,199,46,42,187
bright line,30,247,136,248
bright line,233,255,70,166
bright line,242,51,236,11
triangle,239,218,211,23
bright line,82,237,168,248
checkerboard,127,219,218,113
checkerboard,99,191,209,112
bright line,250,159,232,23
triangle,27,14,225,29
checkerboard,134,44,37,156
checkerboard,189,85,109,171
checkerboard,162,28,51,185
checkerboard,37,224,216,61
triangle,247,237,46,239
checkerboard,36,178,164,46
bright line,231,28,244,50
bright line,117,120,241,240
triangle,41,253,11,41
triangle,237,49,203,205
bright line,233,43,255,142
bright line,59,39,235,244
checkerboard,187,83,100,181
checkerboard,160,48,71,141
bright line,254,247,98,121
bright line,27,245,153,255
bright line,151,248,37,231
triangle,212,43,44,12
checkerboard,78,135,150,68
checkerboard,201,55,49,184
bright line,240,245,171,94
bright line,11,250,138,254
checkerboard,168,29,10,160
checkerboard,136,207,211,140
checkerboard,210,120,117,198
triangle,7,31,42,246
checkerboard,57,212,209,37
checkerboard,150,4,15,142
bright line,106,231,101,233
bright line,243,27,245,68
checkerboard,193,61,81,214
checkerboard,26,211,217,43
checkerboard,108,223,233,113
bright line,238,73,248,78
checkerboard,228,117,123,218
checkerboard,35,142,142,29
triangle,26,45,26,253
bright line,232,156,244,168
triangle,25,217,31,3
triangle,255,27,26,41
checkerboard,179,246,243,190
bright line,7,241,72,234
bright line,248,32,255,166
checkerboard,6,174,184,10
checkerboard,186,80,102,189
checkerboard,82,160,155,98
bright line,248,84,243,155
triangle,5,12,248,35
checkerboard,84,181,183,72
bright line,251,240,123,118
triangle,41,225,16,20
bright line,249,163,246,135
checkerboard,48,159,150,25
checkerboard,218,40,59,221
checkerboard,76,211,202,59
checkerboard,119,5,21,135
checkerboard,21,150,134,8
bright line,244,31,232,5
checkerboard,179,26,38,156
bright line,149,24,236,255
checkerboard,185,96,111,198
checkerboard,56,151,148,43
checkerboard,106,180,201,91
checkerboard,180,19,4,200
checkerboard,229,109,108,245
triangle,249,49,239,210
triangle,216,203,246,45
bright line,79,247,171,232
bright line,239,25,231,56
checkerboard,244,39,35,254
checkerboard,31,184,178,20
triangle,245,213,201,11
triangle,47,47,45,207
checkerboard,147,1,21,135
bright line,233,116,245,58
checkerboard,156,42,30,162
triangle,19,251,234,218
bright line,244,123,248,90
checkerboard,11,247,234,34
checkerboard,207,127,139,200
checkerboard,98,201,181,80
triangle,244,10,211,250
bright line,143,33,248,242
checkerboard,22,182,203,41
bright line,239,244,56,72
checkerboard,165,110,90,177
checkerboard,211,120,123,205
triangle,18,222,40,44
checkerboard,192,117,135,204
triangle,251,12,248,233
triangle,209,241,48,215
checkerboard,44,154,137,22
bright line,122,5,248,249
triangle,36,218,203,220
checkerboard,125,50,73,145
bright line,239,246,144,173
checkerboard,27,196,186,39
checkerboard,85,247,248,105
checkerboard,51,145,154,50
checkerboard,73,200,194,65
bright line,240,237,124,85
bright line,246,138,251,70
triangle,42,208,230,250
checkerboard,132,2,22,139
bright line,237,247,26,171
triangle,24,238,12,17
checkerboard,154,40,24,176
bright line,2,72,248,243
triangle,232,12,245,245
checkerboard,163,59,66,185
triangle,234,207,244,2
checkerboard,1,228,241,18
bright line,244,121,241,2
bright line,248,250,94,141
bright line,240,76,240,91
checkerboard,27,253,242,30
triangle,16,23,206,46
triangle,36,25,25,249
bright line,100,125,238,233
checkerboard,53,202,216,49
triangle,251,23,31,27
triangle,49,207,213,232
bright line,231,122,243,174
bright line,254,252,53,32
triangle,10,49,29,244
triangle,37,207,11,41
checkerboard,2,78,94,16
triangle,223,29,30,35
triangle,10,28,235,16
checkerboard,58,2,3,72
bright line,29,249,39,232
checkerboard,215,148,154,218
bright line,12,129,233,247
checkerboard,2,142,151,1
triangle,230,25,211,238
checkerboard,124,240,241,101
triangle,30,10,225,48
bright line,141,14,251,250
checkerboard,74,9,20,73
triangle,41,212,217,217
checkerboard,80,152,165,62
triangle,243,211,228,18
bright line,140,240,97,232
triangle,235,243,204,45
bright line,165,245,160,231
bright line,243,1,232,147
checkerboard,17,98,101,10
triangle,238,250,221,43
bright line,148,237,60,236
bright line,254,35,235,34
bright line,91,91,247,233
triangle,13,214,201,205
bright line,169,104,248,245
checkerboard,163,22,28,178
bright line,241,69,240,137
bright line,242,237,1,85
bright line,238,232,160,8
checkerboard,19,167,184,17
checkerboard,182,52,37,175
triangle,253,46,214,218
checkerboard,107,226,237,104
checkerboard,16,204,224,20
triangle,30,26,233,38
triangle,224,223,16,232
checkerboard,32,198,220,29
checkerboard,144,53,44,136
checkerboard,101,250,248,116
checkerboard,244,126,136,226
bright line,252,245,37,71
bright line,253,14,231,115
checkerboard,246,19,27,234
checkerboard,61,235,254,60
checkerboard,48,120,137,69
checkerboard,17,157,172,10
checkerboard,64,217,222,61
checkerboard,126,254,250,131
checkerboard,111,184,185,115
checkerboard,61,216,228,45
bright line,237,248,158,144
bright line,80,245,35,236
checkerboard,98,213,228,84
triangle,227,229,219,14
triangle,203,221,16,243
bright line,99,123,251,248
bright line,106,232,105,242
bright line,22,236,116,252
triangle,253,240,216,13
bright line,172,234,87,239
bright line,238,37,233,39
bright line,40,102,247,233
triangle,18,249,37,4
triangle,32,206,233,221
checkerboard,234,125,105,241
checkerboard,252,13,18,246
bright line,231,142,245,143
triangle,217,249,229,14
bright line,251,241,123,132
triangle,201,7,37,19
bright line,14,70,235,231
bright line,29,162,245,239
bright line,44,246,108,255
checkerboard,247,101,88,247
bright line,250,238,78,23
checkerboard,49,207,213,65
checkerboard,128,233,222,118
checkerboard,53,221,201,48
checkerboard,88,204,185,99
triangle,14,9,201,40
triangle,1,34,212,29
triangle,210,230,12,228
bright line,133,231,91,254
triangle,240,238,248,30
bright line,237,33,240,101
bright line,155,253,97,242
triangle,241,16,226,244
bright line,240,39,238,97
bright line,19,6,235,235
bright line,243,25,238,1
bright line,131,153,234,241
checkerboard,231,34,20,210
checkerboard,171,40,19,160
triangle,201,204,6,230
checkerboard,182,4,16,170
bright line,239,143,233,11
checkerboard,127,43,60,149
bright line,54,33,234,251
bright line,246,88,244,146
checkerboard,199,119,134,205
checkerboard,218,53,48,216
checkerboard,71,229,216,86
bright line,68,146,248,246
bright line,114,232,16,246
checkerboard,233,159,138,210
bright line,3,237,142,235
triangle,220,254,253,18
bright line,105,1,250,254
bright line,240,249,119,136
checkerboard,29,209,211,9
bright line,241,38,232,82
checkerboard,134,61,55,113
bright line,255,235,53,56
triangle,220,247,15,213
checkerboard,219,54,35,230
checkerboard,100,187,199,90
bright line,232,255,91,8
bright line,129,246,96,242
checkerboard,203,55,41,189
triangle,48,248,217,206
checkerboard,180,45,50,187
checkerboard,186,34,11,204
bright line,134,153,241,238
bright line,83,235,16,246
bright line,231,142,252,42
checkerboard,230,50,52,219
bright line,232,239,145,63
bright line,166,241,16,250
bright line,35,255,40,236
bright line,162,243,54,241
triangle,41,3,11,251
checkerboard,127,64,65,151
checkerboard,98,28,45,98
checkerboard,39,240,227,50
triangle,254,255,27,221
checkerboard,169,58,41,158
triangle,246,41,225,254
bright line,104,8,247,238
bright line,151,253,11,247
checkerboard,192,103,117,203
bright line,10,70,244,240
triangle,205,44,0,19
bright line,242,250,161,39
checkerboard,133,49,72,149
bright line,123,237,170,239
triangle,37,247,221,216
checkerboard,27,139,134,15
checkerboard,176,32,55,179
checkerboard,29,202,191,14
bright line,241,233,39,171
checkerboard,213,39,53,202
checkerboard,241,5,5,228
triangle,203,31,206,216
bright line,163,15,243,238
bright line,152,16,246,252
bright line,234,41,241,39
bright line,80,145,239,248
checkerboard,213,97,112,198
checkerboard,161,46,65,156
checkerboard,174,39,43,195
triangle,249,30,218,249
bright line,113,34,243,241
bright line,253,247,133,149
bright line,63,234,152,250
triangle,238,211,205,24
checkerboard,104,164,167,105
checkerboard,17,242,223,27
bright line,111,252,70,248
bright line,248,250,96,29
bright line,61,69,252,238
